alpha_AF4,alpha_F8,alpha_F4,alpha_FC6,alpha_FC5,alpha_F3,alpha_F7,alpha_AF3,betal_AF4,betal_F8,betal_F4,betal_FC6,betal_FC5,betal_F3,betal_F7,betal_AF3,betah_AF4,betah_F8,betah_F4,betah_FC6,betah_FC5,betah_F3,betah_F7,betah_AF3,face_label,name,video,self
0.045337,0.0497,0.076969,0.035978,0.002385,0.015982,0.021438,0.023836,0.035815,0.11043,0.079464,0.091969,0.0084011,0.032206,0.017158,0.032143,0.017508,0.033212,0.053035,0.049659,0.014505,0.021479,0.01063,0.020721,1,pang,part2,3
0.028574,0.018251,0.06133,0.022619,0.0024417,0.016825,0.022927,0.019647,0.027147,0.071492,0.056461,0.11629,0.012093,0.018306,0.021444,0.017535,0.0086542,0.019982,0.029984,0.051544,0.0069346,0.020195,0.0065149,0.011908,1,pang,part2,3
0.056819,0.018666,0.085947,0.036424,0.0058361,0.080433,0.072679,0.07219,0.038204,0.05237,0.079418,0.07172,0.017761,0.045194,0.032348,0.040481,0.020607,0.028502,0.038695,0.046101,0.020672,0.033373,0.025344,0.023158,1,pang,part2,3
0.082577,0.055362,0.22207,0.074827,0.006285,0.085172,0.15242,0.066187,0.04601,0.07748,0.092403,0.071587,0.028089,0.049215,0.066498,0.040737,0.11323,0.14611,0.12435,0.15612,0.09552,0.12563,0.085514,0.12136,1,pang,part2,3
0.029641,0.018798,0.079634,0.045483,0.0020586,0.014737,0.015404,0.018209,0.020934,0.044269,0.043695,0.065044,0.0050964,0.025198,0.010783,0.020402,0.0089837,0.026943,0.045422,0.034576,0.0042104,0.017181,0.0061608,0.013261,1,pang,part2,3
0.015786,0.011535,0.043673,0.011532,0.0022736,0.0039144,0.014001,0.0078547,0.0092209,0.031897,0.035664,0.035019,0.0039573,0.0061063,0.0062805,0.0053061,0.0061593,0.01592,0.018134,0.030985,0.0054205,0.0071168,0.0043661,0.0057137,1,pang,part2,3
0.043303,0.021455,0.10019,0.050577,0.0044324,0.038872,0.056557,0.041571,0.033335,0.049619,0.10173,0.10327,0.021247,0.058353,0.050795,0.043504,0.047418,0.062748,0.070631,0.079893,0.052096,0.064101,0.043862,0.053651,1,pang,part2,3
0.037994,0.045612,0.057155,0.056461,0.0027834,0.016844,0.019569,0.015083,0.015081,0.065781,0.067823,0.11399,0.0059964,0.014696,0.0065,0.009215,0.0059983,0.017783,0.013946,0.030685,0.0102,0.012428,0.0069861,0.0065451,1,pang,part2,3
0.067637,0.055119,0.085543,0.062881,0.0038151,0.035626,0.058959,0.038423,0.062616,0.11307,0.069037,0.098062,0.0246,0.043108,0.056758,0.047259,0.040008,0.071236,0.080749,0.078609,0.02516,0.078709,0.019158,0.060567,1,pang,part2,3
0.082644,0.049283,0.15457,0.089053,0.0050627,0.063046,0.041797,0.072352,0.035143,0.091064,0.067017,0.10294,0.013954,0.050905,0.030246,0.03683,0.018517,0.045346,0.049106,0.060711,0.014659,0.038927,0.019381,0.025686,1,pang,part2,3
0.037597,0.019376,0.041874,0.030511,0.0016832,0.019688,0.021705,0.028913,0.019818,0.035386,0.034243,0.040422,0.011643,0.028635,0.020948,0.020418,0.021221,0.039469,0.047259,0.049752,0.017447,0.023439,0.019279,0.021796,1,pang,part2,3
0.024317,0.022936,0.065143,0.041545,0.0028255,0.0065623,0.02428,0.01299,0.025267,0.072394,0.065976,0.1155,0.010253,0.015671,0.015846,0.016822,0.0051343,0.014773,0.036074,0.01611,0.0072568,0.0071134,0.004455,0.0062537,1,pang,part2,3
0.045384,0.030882,0.062178,0.044769,0.0031842,0.029638,0.042641,0.030368,0.034589,0.086388,0.074461,0.098065,0.013703,0.043492,0.023542,0.037384,0.01863,0.037608,0.054485,0.043555,0.016104,0.044702,0.013857,0.029666,1,pang,part2,3
0.040423,0.031095,0.10701,0.079152,0.0017549,0.032723,0.021247,0.033271,0.027734,0.10251,0.12044,0.1829,0.01008,0.019331,0.01842,0.017612,0.020932,0.033194,0.057446,0.043891,0.019584,0.024917,0.017051,0.023117,1,pang,part2,3
0.054848,0.048944,0.11808,0.04947,0.0026897,0.042011,0.035205,0.045425,0.043754,0.098725,0.085107,0.065232,0.026592,0.033076,0.047042,0.031508,0.021342,0.035264,0.048034,0.03514,0.020956,0.034685,0.022439,0.025914,1,pang,part2,3
0.0577,0.033518,0.087686,0.053481,0.0033148,0.058055,0.038968,0.053382,0.033373,0.077727,0.08329,0.11734,0.012452,0.034622,0.023206,0.031178,0.037971,0.049144,0.084631,0.074721,0.036464,0.069403,0.032443,0.052628,1,pang,part2,3
0.047365,0.03136,0.10101,0.056241,0.0027236,0.055205,0.031268,0.048494,0.038236,0.075821,0.084224,0.10656,0.015857,0.042155,0.034085,0.037741,0.018534,0.038988,0.043924,0.062193,0.018818,0.02867,0.019786,0.020168,1,pang,part2,3
0.054705,0.036519,0.13368,0.090254,0.0038633,0.05681,0.028282,0.053006,0.030639,0.076401,0.07948,0.1016,0.014822,0.024809,0.017757,0.025559,0.017704,0.030493,0.027379,0.05313,0.017349,0.020951,0.013196,0.019048,1,pang,part2,3
0.063576,0.034764,0.093461,0.055275,0.003046,0.060462,0.049157,0.059658,0.085945,0.15491,0.14171,0.22001,0.02333,0.078635,0.056048,0.079941,0.035001,0.048477,0.070366,0.060882,0.033315,0.070418,0.034796,0.050524,1,pang,part2,3
0.099504,0.085062,0.25933,0.15001,0.0068671,0.058055,0.077735,0.071212,0.065963,0.10969,0.12622,0.17332,0.03424,0.090651,0.066869,0.070396,0.0685,0.082444,0.10025,0.10471,0.064452,0.087175,0.071737,0.075305,1,pang,part2,3
0.039242,0.028774,0.15029,0.076233,0.0030398,0.03409,0.02952,0.034863,0.018389,0.053494,0.14698,0.1291,0.014128,0.042558,0.029752,0.021878,0.010659,0.017807,0.064256,0.042062,0.015324,0.025279,0.024123,0.013329,1,pang,part2,3
0.11855,0.031805,0.12537,0.046589,0.0088223,0.038178,0.1588,0.07467,0.089615,0.1065,0.064173,0.15416,0.049715,0.015817,0.14838,0.037205,0.064706,0.069568,0.068848,0.079091,0.065785,0.042746,0.067402,0.053223,1,pang,part2,3
0.051062,0.053168,0.13701,0.10617,0.0036807,0.028537,0.029907,0.032712,0.026981,0.10742,0.076104,0.13784,0.013496,0.030108,0.019758,0.021139,0.012615,0.026004,0.03642,0.031248,0.010891,0.026298,0.013815,0.017073,1,pang,part2,3
0.056166,0.031058,0.090715,0.066248,0.0023272,0.042914,0.033111,0.044462,0.049755,0.095082,0.13453,0.14508,0.017611,0.037867,0.022234,0.043407,0.021783,0.039034,0.04837,0.059554,0.023125,0.028598,0.016813,0.024269,1,pang,part2,3
0.059022,0.053532,0.07149,0.073642,0.0027609,0.034979,0.047218,0.034445,0.065255,0.15562,0.10583,0.20386,0.024018,0.037167,0.055708,0.040149,0.029179,0.036258,0.055242,0.070719,0.031841,0.0519,0.024303,0.040701,1,pang,part2,3
0.032407,0.01793,0.054427,0.026481,0.0019826,0.020989,0.02726,0.021622,0.029601,0.072768,0.093277,0.13481,0.012812,0.035738,0.020876,0.027552,0.0091125,0.020847,0.04384,0.055951,0.0086137,0.016108,0.0049994,0.012066,1,pang,part2,3
0.033896,0.025398,0.13782,0.055582,0.0029125,0.023036,0.023765,0.023589,0.022548,0.055787,0.07573,0.10557,0.015046,0.029149,0.025988,0.021868,0.015529,0.02548,0.04138,0.026782,0.018213,0.022361,0.013982,0.018128,1,pang,part2,3
0.036438,0.02585,0.052204,0.040244,0.00086612,0.026473,0.018947,0.028867,0.026576,0.051145,0.083114,0.068313,0.008326,0.045914,0.019148,0.03305,0.013865,0.030384,0.049659,0.049487,0.010572,0.028474,0.012605,0.020644,1,pang,part2,3
0.034595,0.024565,0.062944,0.043049,0.0012422,0.011361,0.014865,0.018959,0.020863,0.053664,0.065533,0.11829,0.011029,0.014698,0.016205,0.014324,0.009806,0.01842,0.023733,0.034258,0.01184,0.023582,0.012287,0.013616,1,pang,part2,3
0.027701,0.0067118,0.036834,0.017854,0.0021933,0.049231,0.024338,0.036543,0.027073,0.043403,0.070161,0.093895,0.0095662,0.028766,0.013964,0.02812,0.025612,0.038828,0.0551,0.054384,0.020245,0.041301,0.017906,0.034431,1,pang,part2,3
0.010793,0.0021594,0.041539,0.0053163,0.00080645,0.011229,0.0039225,0.014703,0.011397,0.02404,0.039862,0.025429,0.0066269,0.01146,0.0056082,0.011671,0.010865,0.014669,0.024561,0.036023,0.011994,0.016148,0.0084241,0.014126,1,pang,part2,3
0.12422,0.039238,0.14436,0.064797,0.0054613,0.11198,0.062552,0.13377,0.055408,0.058677,0.087868,0.076627,0.020784,0.06382,0.037413,0.062664,0.054208,0.073979,0.097386,0.10384,0.043146,0.08194,0.027834,0.071503,1,pang,part2,3
0.027113,0.017911,0.043135,0.036318,0.0022255,0.018514,0.016614,0.021062,0.028942,0.081317,0.077427,0.10894,0.01114,0.029699,0.017022,0.0281,0.022809,0.039281,0.05378,0.061699,0.018542,0.032321,0.011602,0.028016,1,pang,part2,3
0.0093597,0.009667,0.058731,0.026836,0.00067214,0.013936,0.0099943,0.011109,0.011013,0.026642,0.051578,0.084645,0.0072574,0.014127,0.0087864,0.013239,0.0085834,0.017068,0.029877,0.045278,0.0071486,0.012289,0.004603,0.01044,1,pang,part2,3
0.032766,0.018028,0.055927,0.033237,0.002369,0.036077,0.023442,0.035214,0.044123,0.065472,0.070236,0.071548,0.017178,0.043767,0.032729,0.043011,0.034089,0.043371,0.083252,0.053975,0.031766,0.067241,0.031667,0.049786,1,pang,part2,3
0.02155,0.00805,0.042653,0.016842,0.0008972,0.010063,0.01113,0.018451,0.02183,0.058669,0.074036,0.11476,0.0053642,0.019188,0.0080225,0.018007,0.0038261,0.012212,0.028777,0.026884,0.0076026,0.0089402,0.0078129,0.0045733,1,pang,part2,3
0.018291,0.018867,0.10286,0.054017,0.0031434,0.019842,0.022254,0.022932,0.017096,0.068795,0.093877,0.13387,0.012161,0.024971,0.0063212,0.015185,0.0045335,0.016843,0.028789,0.025048,0.0046329,0.008988,0.0051838,0.0055927,1,pang,part2,3
0.026992,0.014462,0.10967,0.061084,0.0044932,0.010241,0.024444,0.015501,0.022034,0.037789,0.037489,0.050034,0.02062,0.0084102,0.031431,0.010582,0.0097956,0.02296,0.032263,0.049233,0.0073732,0.0093604,0.010272,0.0085314,1,pang,part2,3
0.094383,0.039194,0.16029,0.064667,0.0088176,0.13845,0.078802,0.12047,0.11522,0.1976,0.30082,0.25287,0.025876,0.19438,0.047498,0.15595,0.065833,0.10958,0.1653,0.14895,0.044513,0.12187,0.039302,0.094888,1,pang,part2,3
0.068649,0.055559,0.18811,0.093065,0.0074906,0.042371,0.059506,0.05246,0.041743,0.086382,0.098285,0.11272,0.019595,0.038518,0.042337,0.037748,0.029986,0.042092,0.074145,0.064543,0.024604,0.043383,0.029525,0.033138,1,pang,part2,3
0.035442,0.045811,0.16143,0.083198,0.004845,0.0438,0.029132,0.029758,0.036365,0.11156,0.1129,0.1641,0.02084,0.020234,0.034173,0.025012,0.013513,0.032085,0.073033,0.047143,0.01981,0.029779,0.020524,0.01937,1,pang,part2,3
0.10111,0.050735,0.13271,0.069878,0.0069093,0.049222,0.097347,0.07607,0.045662,0.10431,0.091359,0.12381,0.020969,0.045293,0.050805,0.035711,0.057242,0.082015,0.081748,0.085811,0.044418,0.074235,0.041264,0.065763,1,pang,part2,3
0.021742,0.014809,0.093383,0.059628,0.0013736,0.009065,0.013106,0.013649,0.011942,0.030224,0.039898,0.062175,0.0052945,0.016369,0.0050635,0.012037,0.0066952,0.016781,0.029622,0.029664,0.010176,0.0093793,0.0071515,0.0059992,0,pang,part2,3
0.029381,0.013918,0.035456,0.021262,0.0024035,0.0082806,0.033858,0.015437,0.012952,0.012543,0.032911,0.050002,0.010846,0.022809,0.011608,0.01647,0.0053727,0.007382,0.033162,0.03631,0.010367,0.010612,0.0069193,0.0054879,0,pang,part2,3
0.022599,0.014178,0.085429,0.049307,0.011437,0.02925,0.032036,0.024306,0.030761,0.049593,0.065301,0.07693,0.03166,0.03886,0.016734,0.034651,0.018292,0.025464,0.044773,0.06657,0.023359,0.026608,0.0089968,0.023407,0,pang,part2,3
0.032582,0.014282,0.03227,0.014372,0.074053,0.036543,0.031594,0.039209,0.023843,0.050301,0.052231,0.070136,0.094604,0.031593,0.012841,0.028926,0.019452,0.032713,0.050047,0.043187,0.029704,0.034203,0.014072,0.026225,1,pang,part2,3
0.010249,0.015229,0.042905,0.025222,0.023161,0.0060014,0.0092738,0.007345,0.0093493,0.03674,0.064855,0.07831,0.047048,0.011036,0.010708,0.0085794,0.0044838,0.011603,0.039021,0.031962,0.011459,0.011207,0.0040293,0.0065342,1,pang,part2,3
0.025046,0.021361,0.046957,0.035338,0.0027186,0.021518,0.012135,0.018455,0.010954,0.02704,0.036439,0.049093,0.0084314,0.010649,0.009687,0.010125,0.0069882,0.016205,0.02862,0.027924,0.0061778,0.018004,0.0081537,0.010905,1,pang,part2,3
0.076184,0.023684,0.11589,0.051665,0.003895,0.092286,0.046927,0.09824,0.11166,0.099002,0.16278,0.13858,0.045905,0.15617,0.060908,0.14139,0.06956,0.09544,0.13868,0.10247,0.037976,0.13905,0.024867,0.10959,1,pang,part2,3
0.064365,0.033184,0.064996,0.053664,0.0030043,0.021171,0.040186,0.036325,0.04372,0.11503,0.099456,0.14226,0.015974,0.028325,0.029615,0.031157,0.012746,0.02098,0.045137,0.035477,0.012815,0.023172,0.012158,0.016505,1,pang,part2,3
0.086291,0.066403,0.15565,0.097334,0.0030545,0.047567,0.049886,0.05521,0.068448,0.12273,0.1108,0.15136,0.022672,0.066459,0.033079,0.064313,0.028434,0.03715,0.059496,0.065519,0.028809,0.044591,0.026751,0.036257,1,pang,part2,3
0.032889,0.039517,0.087265,0.055697,0.0030633,0.015491,0.01887,0.021413,0.021971,0.054104,0.072302,0.11964,0.01089,0.019355,0.015334,0.019298,0.0067074,0.015488,0.029137,0.03358,0.011844,0.013335,0.0077069,0.0097889,1,pang,part2,3
0.12661,0.071784,0.18,0.090224,0.0099768,0.074466,0.10397,0.099356,0.085658,0.12545,0.14825,0.14415,0.04354,0.11841,0.059277,0.1001,0.048872,0.070972,0.10112,0.095514,0.033954,0.10264,0.029625,0.073772,1,pang,part2,3
0.21744,0.082291,0.3526,0.12629,0.0077503,0.1913,0.077287,0.23274,0.09541,0.1602,0.20535,0.15552,0.034882,0.08606,0.069658,0.092189,0.10112,0.14275,0.19542,0.19069,0.074762,0.12115,0.061755,0.11394,0,pang,part2,3
0.079585,0.023694,0.16218,0.051937,0.0091672,0.13829,0.08448,0.12687,0.096661,0.11015,0.20931,0.19117,0.041901,0.13932,0.078162,0.11998,0.078863,0.10257,0.19363,0.1581,0.048923,0.16245,0.045917,0.12289,0,pang,part2,3
0.026869,0.024263,0.084033,0.054351,0.0030331,0.034269,0.015533,0.026568,0.036001,0.081598,0.070209,0.090443,0.015729,0.045446,0.01753,0.037843,0.019637,0.031145,0.030557,0.02854,0.022613,0.030854,0.016582,0.024707,1,pang,part2,3
0.020906,0.012905,0.03073,0.02231,0.0024575,0.015031,0.026271,0.016404,0.015873,0.064438,0.090717,0.11266,0.012056,0.0091452,0.017766,0.0092829,0.0070438,0.021543,0.024308,0.026217,0.014559,0.010627,0.010264,0.0066173,1,pang,part2,3
0.026009,0.025542,0.14646,0.046295,0.0028075,0.042806,0.023521,0.024772,0.018689,0.05617,0.13211,0.11765,0.0068011,0.035039,0.025556,0.016027,0.010139,0.024009,0.060399,0.043729,0.0115,0.022428,0.010468,0.012392,0,pang,part2,3
0.023717,0.020603,0.080167,0.039094,0.004001,0.005991,0.011669,0.010572,0.020253,0.054227,0.079906,0.10351,0.018028,0.012243,0.011279,0.012175,0.0070172,0.014362,0.020688,0.019072,0.0098966,0.013898,0.0091604,0.0084971,0,pang,part2,3
0.050463,0.027386,0.11418,0.05822,0.005252,0.056312,0.037184,0.058484,0.051137,0.09411,0.11887,0.11885,0.017721,0.055015,0.036632,0.054523,0.044505,0.052328,0.092889,0.077834,0.04561,0.065368,0.040849,0.054755,0,pang,part2,3
0.079146,0.029957,0.21835,0.07124,0.0054117,0.12775,0.069389,0.11647,0.10856,0.16059,0.25139,0.19478,0.029004,0.21142,0.056793,0.1632,0.048837,0.066836,0.18162,0.099992,0.043848,0.12883,0.049693,0.089063,0,pang,part2,3
0.042594,0.030605,0.13,0.048803,0.0050575,0.060597,0.058277,0.049178,0.059467,0.090674,0.20807,0.10366,0.023243,0.14125,0.061726,0.1007,0.061842,0.089002,0.1378,0.11275,0.065169,0.1214,0.060171,0.087221,1,pang,part2,3
0.032493,0.030174,0.086418,0.042695,0.0071732,0.030781,0.025396,0.033435,0.041,0.098688,0.090717,0.12018,0.031137,0.033696,0.019378,0.036832,0.019624,0.03552,0.060295,0.06098,0.023898,0.040564,0.015611,0.028563,1,pang,part2,3
0.086692,0.043587,0.10866,0.09936,0.0057921,0.035147,0.074473,0.047352,0.055634,0.11457,0.13112,0.17984,0.030106,0.056721,0.054018,0.039004,0.039629,0.050085,0.076252,0.085004,0.030579,0.057311,0.028638,0.048877,1,pang,part2,3
0.16221,0.04946,0.22386,0.1118,0.0093643,0.14136,0.10721,0.16983,0.072131,0.12053,0.12427,0.11809,0.037474,0.086042,0.063012,0.077688,0.067166,0.079552,0.17061,0.13468,0.060609,0.1158,0.04913,0.095079,1,pang,part2,3
0.029567,0.013095,0.081561,0.030915,0.0012583,0.010507,0.01783,0.019892,0.011279,0.034478,0.12695,0.063694,0.0069997,0.016509,0.0090208,0.0083598,0.0082966,0.021265,0.048136,0.043279,0.0089716,0.012063,0.004903,0.0086177,1,pang,part2,3
0.040498,0.042771,0.10649,0.10775,0.0054523,0.040253,0.023127,0.033137,0.030381,0.058994,0.083923,0.12004,0.023211,0.030806,0.027785,0.027775,0.021159,0.033011,0.070075,0.051233,0.01667,0.037772,0.0143,0.029229,1,pang,part2,3
0.14494,0.079031,0.22834,0.057294,0.0083429,0.11321,0.15437,0.13305,0.19286,0.3512,0.19431,0.1692,0.06036,0.15834,0.15704,0.15747,0.072831,0.12497,0.17789,0.11514,0.079854,0.10209,0.09282,0.079035,1,pang,part2,3
0.19877,0.096056,0.14011,0.048997,0.014385,0.17711,0.2264,0.18439,0.15644,0.20409,0.19141,0.13692,0.075701,0.16398,0.19045,0.1486,0.1313,0.17987,0.18717,0.22749,0.11745,0.17064,0.10225,0.15302,1,pang,part2,3
0.11587,0.10013,0.2031,0.18571,0.0056316,0.11062,0.07918,0.096449,0.074132,0.15508,0.13126,0.18609,0.039267,0.083938,0.062813,0.075901,0.038753,0.06709,0.081218,0.080509,0.041538,0.075934,0.044419,0.051512,1,pang,part2,3
0.098672,0.076022,0.12262,0.10081,0.0042186,0.068804,0.050674,0.080526,0.066418,0.12862,0.080956,0.11587,0.023237,0.06371,0.053473,0.059229,0.025818,0.052554,0.05918,0.069104,0.031175,0.038316,0.036035,0.026425,1,pang,part2,3
0.053849,0.024922,0.059833,0.034314,0.0037707,0.066572,0.056947,0.058681,0.049359,0.087581,0.077952,0.075912,0.02044,0.069705,0.045673,0.056157,0.028999,0.042554,0.079334,0.086997,0.034708,0.033594,0.032506,0.030426,1,pang,part2,3
0.039599,0.011059,0.075763,0.044385,0.0025224,0.026244,0.041729,0.032991,0.033148,0.068924,0.093901,0.12021,0.011957,0.053884,0.026117,0.041949,0.028944,0.047141,0.092817,0.086919,0.03594,0.038592,0.032273,0.029966,1,pang,part2,3
0.064381,0.04434,0.13839,0.075468,0.0044872,0.041219,0.034553,0.049566,0.035549,0.1192,0.18472,0.18284,0.015543,0.038577,0.020345,0.026877,0.014523,0.025976,0.046036,0.060283,0.012012,0.036933,0.011967,0.021559,1,pang,part2,3
0.048654,0.030135,0.12036,0.06515,0.004428,0.039874,0.035462,0.040775,0.033183,0.06036,0.091897,0.1044,0.018917,0.036191,0.047401,0.030472,0.01989,0.034836,0.055672,0.048259,0.018493,0.03945,0.015602,0.028678,1,pang,part2,3
0.036985,0.029484,0.062362,0.036018,0.0042511,0.019833,0.021937,0.018795,0.024565,0.058057,0.065273,0.076843,0.010544,0.020155,0.020756,0.017404,0.012936,0.035147,0.050311,0.040608,0.012482,0.025344,0.0092434,0.016532,1,pang,part2,3
0.039161,0.027306,0.082925,0.045156,0.0028965,0.018924,0.038645,0.025745,0.041462,0.11326,0.13185,0.17959,0.022138,0.024339,0.035805,0.024451,0.017876,0.042174,0.035474,0.044897,0.017046,0.024598,0.019464,0.016529,1,pang,part2,3
0.054968,0.049638,0.14223,0.065079,0.002015,0.016829,0.027712,0.034677,0.041419,0.09757,0.072685,0.094014,0.015905,0.045574,0.032248,0.03976,0.02511,0.040243,0.049793,0.061229,0.028785,0.03643,0.015577,0.031165,1,pang,part2,3
0.055937,0.056858,0.12212,0.066715,0.0051007,0.054016,0.053773,0.050988,0.043518,0.08841,0.072921,0.079379,0.021325,0.051946,0.045885,0.04523,0.023575,0.047597,0.092261,0.070954,0.027237,0.051132,0.027922,0.03492,1,pang,part2,3
0.055755,0.041843,0.10934,0.052567,0.0057737,0.055905,0.062888,0.055429,0.050249,0.10448,0.11165,0.11648,0.011709,0.048748,0.031943,0.046604,0.026997,0.051321,0.062528,0.044691,0.036254,0.046059,0.025106,0.034631,0,pang,part2,3
0.04006,0.039189,0.10059,0.060199,0.0043687,0.06914,0.044654,0.054987,0.046248,0.084725,0.076327,0.13262,0.016671,0.034173,0.033483,0.037006,0.024687,0.036709,0.06036,0.059681,0.031763,0.034092,0.02473,0.029168,0,pang,part2,3
0.19217,0.089827,0.18422,0.12092,0.008861,0.1333,0.14877,0.15936,0.090177,0.12456,0.13573,0.13625,0.044039,0.075541,0.09477,0.075704,0.095782,0.15956,0.18458,0.17253,0.052662,0.19766,0.048404,0.14644,1,pang,part3,1
0.035118,0.037018,0.124,0.057493,0.0045069,0.039112,0.023706,0.029343,0.024102,0.050288,0.067426,0.10136,0.014262,0.025918,0.017586,0.021687,0.0172,0.021802,0.045606,0.043504,0.029268,0.014208,0.02431,0.015167,1,pang,part3,1
0.35996,0.12235,0.45543,0.18688,0.01954,0.36161,0.31447,0.39345,0.10381,0.1413,0.20155,0.17866,0.040298,0.13969,0.12271,0.11464,0.088216,0.12492,0.22854,0.18261,0.071414,0.17167,0.081998,0.12759,1,pang,part3,1
0.1481,0.045849,0.10732,0.076616,0.010728,0.1301,0.15801,0.1395,0.058201,0.10399,0.14487,0.13519,0.023813,0.053771,0.044273,0.054259,0.084682,0.10173,0.12113,0.11718,0.079652,0.11898,0.062827,0.10501,1,pang,part3,1
0.094496,0.066442,0.12649,0.11564,0.0066937,0.03655,0.060838,0.052329,0.031766,0.089287,0.069794,0.071472,0.015486,0.039128,0.028909,0.033004,0.027391,0.044508,0.051751,0.061355,0.025339,0.031602,0.02449,0.028132,1,pang,part3,1
0.043234,0.047524,0.078855,0.079275,0.0037983,0.019923,0.016881,0.021685,0.024258,0.069306,0.056647,0.12132,0.0071808,0.025312,0.013043,0.019308,0.0083392,0.01723,0.042926,0.037404,0.013772,0.020374,0.011519,0.012195,0,pang,part3,1
0.069927,0.059876,0.17087,0.11435,0.0044701,0.041358,0.032903,0.05465,0.029334,0.080261,0.095321,0.093213,0.012779,0.03019,0.025506,0.02865,0.02112,0.03708,0.07174,0.060362,0.020413,0.038008,0.017024,0.028046,0,pang,part3,1
0.057265,0.056158,0.10857,0.10009,0.0070292,0.060214,0.073393,0.045448,0.044018,0.082785,0.12785,0.10761,0.023867,0.065585,0.06625,0.04987,0.056471,0.077794,0.11772,0.10795,0.062764,0.082569,0.048617,0.069347,1,pang,part3,1
0.039881,0.018726,0.11467,0.04905,0.0021822,0.031449,0.023528,0.03704,0.026876,0.062621,0.076875,0.12153,0.019471,0.021058,0.018457,0.021665,0.0068184,0.017101,0.016038,0.030247,0.011915,0.01236,0.008406,0.0080326,1,pang,part3,1
0.11733,0.037967,0.21308,0.077189,0.0058643,0.1863,0.095295,0.17019,0.17903,0.12289,0.18644,0.16879,0.091578,0.16879,0.1976,0.17547,0.12723,0.11946,0.16401,0.14235,0.13166,0.17222,0.13481,0.14889,1,pang,part3,1
0.14523,0.073216,0.32117,0.13978,0.0068831,0.17061,0.095308,0.16858,0.13737,0.19692,0.21649,0.22996,0.0394,0.14614,0.084106,0.14406,0.077435,0.092515,0.1262,0.11863,0.090448,0.11166,0.076251,0.091815,1,pang,part3,1
0.01696,0.021561,0.083904,0.055561,0.0020874,0.013595,0.017617,0.012874,0.011927,0.040431,0.053335,0.064012,0.0052697,0.0096304,0.015576,0.0088835,0.009729,0.02246,0.035314,0.038337,0.0097418,0.025989,0.010081,0.016498,1,pang,part3,1
0.024863,0.028782,0.10823,0.080193,0.0071061,0.024321,0.063907,0.018124,0.01596,0.036859,0.048673,0.089139,0.012476,0.023149,0.024953,0.018213,0.013732,0.024508,0.031223,0.047965,0.018343,0.022328,0.014352,0.015579,0,pang,part3,1
0.070395,0.047604,0.11818,0.071663,0.0052341,0.062803,0.04726,0.071812,0.039067,0.096138,0.11504,0.10839,0.011242,0.08417,0.020521,0.05966,0.021472,0.036064,0.060186,0.047422,0.017189,0.061394,0.018572,0.039509,1,pang,part3,1
0.18808,0.072186,0.21051,0.12966,0.0087147,0.13039,0.14356,0.15871,0.093275,0.11652,0.13344,0.17415,0.050123,0.071153,0.13368,0.070077,0.063784,0.081352,0.1065,0.095242,0.065233,0.10095,0.064282,0.082055,1,pang,part3,1
0.061787,0.046547,0.087764,0.07634,0.0036223,0.031798,0.038137,0.037373,0.028087,0.045965,0.045133,0.048639,0.013643,0.018401,0.035718,0.019001,0.016877,0.022192,0.030539,0.032621,0.016715,0.0228,0.013986,0.019621,0,pang,part3,1
0.079158,0.032512,0.13794,0.064176,0.0043445,0.10639,0.069987,0.09869,0.069143,0.080062,0.10416,0.10596,0.03001,0.09569,0.055672,0.081514,0.065406,0.075993,0.072244,0.084405,0.075537,0.081885,0.063913,0.0716,0,pang,part3,1
0.068244,0.017495,0.2021,0.087186,0.0075641,0.07169,0.071804,0.082442,0.043788,0.06256,0.084892,0.12324,0.018801,0.035993,0.052426,0.035673,0.043822,0.06093,0.064116,0.088111,0.03924,0.042914,0.038454,0.043044,1,pang,part3,1
0.037575,0.035198,0.083026,0.065862,0.0032331,0.015122,0.021514,0.020155,0.013669,0.033107,0.046412,0.052164,0.016959,0.015032,0.01989,0.0089558,0.0089396,0.013946,0.030961,0.032184,0.019031,0.008113,0.011325,0.0081595,1,pang,part3,1
0.076733,0.045257,0.095978,0.087577,0.0047479,0.064628,0.06203,0.061592,0.078631,0.11408,0.14068,0.12433,0.034033,0.094437,0.065369,0.085015,0.046514,0.056166,0.10374,0.090152,0.041516,0.087677,0.039029,0.066438,0,pang,part3,1
0.070644,0.074009,0.075107,0.085786,0.0037546,0.03863,0.02574,0.040968,0.029263,0.048268,0.054554,0.072968,0.017573,0.03097,0.029372,0.028744,0.017176,0.031742,0.042156,0.033166,0.023206,0.03349,0.017344,0.023709,1,pang,part3,1
0.084614,0.040574,0.18269,0.077778,0.0077165,0.090322,0.088226,0.089628,0.11088,0.11953,0.10636,0.12366,0.043196,0.09392,0.10934,0.098114,0.08155,0.11068,0.097351,0.12095,0.065006,0.092874,0.058132,0.08921,1,pang,part3,1
